;ANIO_DENUNCIA;ANIO_HECHO;ATIPICIDAD_INEXISTENCIA;CAPTURA;CONDENA;DELITO;DEPARTAMENTO;ESTADO_NOTICIA;ETAPA;GRUPO_EDAD_VICTIMA;HECHO;HOMICIDIO_DOLOSO_CONSUMADO;IMPUTACION;MUNICIPIO;PAIS;PAIS_NACIMIENTO;SEXO_VICTIMA;CANTIDAD POBLACIONAL;ZONA PREDOMINANTE
1824;2022;2022;NO;SI;SI;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;EJECUCIÓN DE PENAS;SIN DATO;SI;SI;SI;GUADALAJARA DE BUGA;Colombia;Colombia;FEMENINO;4852896;URBANO
1825;2022;2022;NO;SI;SI;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;TERMINACIÓN ANTICIPADA;ADULTEZ 29 - 59;SI;SI;SI;TULUÁ;Colombia;Colombia;FEMENINO;4852896;URBANO
1826;2022;2022;NO;SI;SI;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 6, 7 Y 6 (SIC) DEL ART. 104. ART. 104B L.G Modificado Ley 2197 de 2022;Caquetá;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;NO;SI;FLORENCIA;Colombia;Colombia;FEMENINO;508534;URBANO
1827;2022;2022;NO;SI;SI;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G;Bolívar;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;CARTAGENA;Colombia;Colombia;FEMENINO;2219461;URBANO
1828;2022;2022;NO;SI;SI;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G;Santander;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;NO;SI;SAN GIL;Colombia;Colombia;FEMENINO;2110608;URBANO
1829;2022;2022;NO;SI;SI;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G;Santander;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;LEBRÍJA;Colombia;Colombia;FEMENINO;2110608;URBANO
1830;2022;2022;NO;SI;SI;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G;Tolima;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;CUNDAY;Colombia;Colombia;FEMENINO;1427423;URBANO
1831;2022;2022;NO;SI;SI;FEMINICIDIO ART. 104A C.P. AGRAVADO POR COMETERSE EN PRESENCIA DE UNA PERSONA INTEGRANTE DE LA UNIDAD DOMESTICA. ART. 104B L.E;BOGOTÁ, D. C.;INACTIVO;EJECUCIÓN DE PENAS;SIN DATO;SI;NO;SI;BOGOTÁ, D.C.;Colombia;Colombia;MASCULINO;8380801;URBANO
1832;2022;2022;NO;SI;SI;FEMINICIDIO ART. 104A C.P. AGRAVADO POR VICTIMA MENOR DE 18 AÑOS, MAYOR DE 60 O EMBARAZO. ART. 104B L.B;Valle del Cauca;INACTIVO;EJECUCIÓN DE PENAS;ADULTO MAYOR DE 60;SI;SI;SI;TULUÁ;Colombia;Colombia;FEMENINO;4852896;URBANO
1833;2022;2022;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ACTIVO;JUICIO;ADULTEZ 29 - 59;NO;NO;SI;BOGOTÁ, D.C.;Colombia;Colombia;FEMENINO;8380801;URBANO
1834;2023;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INDAGACIÓN;ADOLESCENTE 14 - 17;SI;NO;NO;CALI;Colombia;;;4852896;URBANO
1835;2023;2021;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;BOGOTÁ, D.C.;Colombia;;FEMENINO;8380801;URBANO
1836;2023;2022;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;BOGOTÁ, D.C.;Colombia;;FEMENINO;8380801;URBANO
1837;2023;2023;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;ITAGUI;Colombia;Colombia;FEMENINO;6845057;URBANO
1838;2023;2023;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;YONDÓ;Colombia;Colombia;FEMENINO;6845057;URBANO
1839;2023;2023;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Arauca;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;ARAUCA;Colombia;Colombia;MASCULINO;275814;URBANO
1840;2023;2023;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Arauca;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;ARAUCA;Colombia;Colombia;FEMENINO;275814;URBANO
1841;2023;2023;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Atlántico;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;GALAPA;Colombia;Colombia;FEMENINO;2601116;URBANO
1842;2023;2023;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;BOGOTÁ, D.C.;Colombia;Colombia;FEMENINO;8380801;URBANO
1843;2023;2023;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ACTIVO;INDAGACIÓN;ADULTO MAYOR DE 60;SI;SI;NO;BOGOTÁ, D.C.;Colombia;Colombia;FEMENINO;8380801;URBANO
1844;2023;2023;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;NO;NO;BOGOTÁ, D.C.;Colombia;Colombia;FEMENINO;8380801;URBANO
1845;2023;2023;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;BOGOTÁ, D.C.;Colombia;;FEMENINO;8380801;URBANO
1846;2023;2023;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;BOGOTÁ, D.C.;Colombia;Colombia;FEMENINO;8380801;URBANO
1847;2023;2023;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ACTIVO;INVESTIGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;BOGOTÁ, D.C.;Colombia;Colombia;FEMENINO;8380801;URBANO
1848;2023;2023;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ACTIVO;JUICIO;SIN DATO;SI;NO;SI;BOGOTÁ, D.C.;Colombia;Colombia;FEMENINO;8380801;URBANO
1849;2023;2023;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Bolívar;ACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;CARTAGENA;Colombia;;FEMENINO;2219461;URBANO
1850;2023;2023;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Caquetá;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;SAN VICENTE DEL CAGUÁN;Colombia;Colombia;FEMENINO;508534;URBANO
1851;2023;2023;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Casanare;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;NO;NO;TRINIDAD;Colombia;Colombia;FEMENINO;387822;URBANO
1852;2023;2023;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Casanare;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;YOPAL;Colombia;Colombia;FEMENINO;387822;URBANO
1853;2023;2023;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Chocó;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;ISTMINA;Colombia;Colombia;FEMENINO;525528;RURAL
1854;2023;2023;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Córdoba;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;NO;NO;MONTELÍBANO;Colombia;Venezuela;FEMENINO;1838574;URBANO
1855;2023;2023;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cundinamarca;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;TABIO;Colombia;Colombia;FEMENINO;2887005;URBANO
1856;2023;2023;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;ACTIVO;INDAGACIÓN;PRE-ADOLESCENTE 12 - 13;SI;NO;NO;SAN SEBASTIÁN DE BUENAVISTA;Colombia;Colombia;FEMENINO;1326341;URBANO
1857;2023;2023;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Meta;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;NO;NO;PUERTO LÓPEZ;Colombia;Colombia;FEMENINO;1053871;URBANO
1858;2023;2023;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Nariño;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;TANGUA;Colombia;Colombia;FEMENINO;1851658;URBANO
1859;2023;2023;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Nariño;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;POTOSÍ;Colombia;Colombia;FEMENINO;1851658;URBANO
1860;2023;2023;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;CÚCUTA;Colombia;Venezuela;FEMENINO;1414032;URBANO
1861;2023;2023;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;INDAGACIÓN;SIN DATO;SI;SI;NO;SARDINATA;Colombia;Colombia;FEMENINO;1414032;URBANO
1862;2023;2023;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Putumayo;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;NO;NO;MOCOA;Colombia;Colombia;FEMENINO;369332;URBANO
1863;2023;2023;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Quindío;ACTIVO;INVESTIGACIÓN;JUVENTUD 18 - 28;SI;NO;SI;ARMENIA;Colombia;Colombia;FEMENINO;581534;URBANO
1864;2023;2023;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Quindío;ACTIVO;INVESTIGACIÓN;PRIMERA INFANCIA 0 - 5;SI;SI;SI;ARMENIA;Colombia;Colombia;FEMENINO;581534;URBANO
1865;2023;2023;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Risaralda;ACTIVO;INDAGACIÓN;ADOLESCENTE 14 - 17;SI;NO;NO;DOSQUEBRADAS;Colombia;Colombia;FEMENINO;978182;URBANO
1866;2023;2023;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Risaralda;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;DOSQUEBRADAS;Colombia;Colombia;FEMENINO;978182;URBANO
1867;2023;2023;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Tolima;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;CHAPARRAL;Colombia;Colombia;FEMENINO;1427423;URBANO
1868;2023;2023;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Tolima;ACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;IBAGUÉ;Colombia;Colombia;FEMENINO;1427423;URBANO
1869;2023;2023;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Tolima;ACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;IBAGUÉ;Colombia;Colombia;MASCULINO;1427423;URBANO
1870;2023;2023;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Tolima;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;CHAPARRAL;Colombia;Colombia;FEMENINO;1427423;URBANO
1871;2023;2023;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;CALI;Colombia;Colombia;FEMENINO;4852896;URBANO
1872;2023;2023;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;CANDELARIA;Colombia;Colombia;FEMENINO;4852896;URBANO
1873;2023;2023;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;PALMIRA;Colombia;Colombia;FEMENINO;4852896;URBANO
1874;2023;2023;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INDAGACIÓN;ADULTO MAYOR DE 60;SI;SI;NO;CALI;Colombia;Colombia;FEMENINO;4852896;URBANO
1875;2023;2023;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;NO;NO;CALI;Colombia;Colombia;FEMENINO;4852896;URBANO
1876;2023;2023;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;NO;NO;CALI;Colombia;Colombia;MASCULINO;4852896;URBANO
1877;2023;2023;NO;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 6, 7 Y 6 (SIC) DEL ART. 104. ART. 104B L.G Modificado Ley 2197 de 2022;BOGOTÁ, D. C.;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;BOGOTÁ, D.C.;Colombia;Colombia;FEMENINO;8380801;URBANO
1878;2023;2023;NO;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 6, 7 Y 6 (SIC) DEL ART. 104. ART. 104B L.G Modificado Ley 2197 de 2022;Huila;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;GUADALUPE;Colombia;Colombia;FEMENINO;1225260;URBANO
1879;2023;2023;NO;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 6, 7 Y 6 (SIC) DEL ART. 104. ART. 104B L.G Modificado Ley 2197 de 2022;Huila;ACTIVO;INVESTIGACIÓN;JUVENTUD 18 - 28;SI;NO;SI;SUAZA;Colombia;Colombia;FEMENINO;1225260;URBANO
1880;2023;2023;NO;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G;Antioquia;ACTIVO;INVESTIGACIÓN;SIN DATO;SI;SI;SI;MEDELLÍN;Colombia;Colombia;FEMENINO;6845057;URBANO
1881;2023;2023;NO;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR AGRESION SEXUAL, FISICA O PSICOLOGICA. ART. 104B L.F;Valle del Cauca;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;NO;NO;CALI;Colombia;Venezuela;FEMENINO;4852896;URBANO
1882;2023;2023;NO;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR COMETERSE EN PRESENCIA DE UNA PERSONA INTEGRANTE DE LA UNIDAD DOMESTICA. ART. 104B L.E;Sucre;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;COROZAL;Colombia;Colombia;FEMENINO;894734;URBANO
1883;2023;2023;NO;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR VICTIMA MENOR DE 18 AÑOS, MAYOR DE 60 O EMBARAZO. ART. 104B L.B;Cauca;ACTIVO;INDAGACIÓN;ADOLESCENTE 14 - 17;SI;SI;NO;SANTANDER DE QUILICHAO;Colombia;Colombia;FEMENINO;1437141;RURAL
1884;2023;2023;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Meta;INACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;VILLAVICENCIO;Colombia;;FEMENINO;1053871;URBANO
1885;2023;2023;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INVESTIGACIÓN;ADULTEZ 29 - 59;SI;NO;SI;COPACABANA;Colombia;Colombia;FEMENINO;6845057;URBANO
1886;2023;2023;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INVESTIGACIÓN;ADULTEZ 29 - 59;SI;NO;SI;GIRARDOTA;Colombia;Colombia;FEMENINO;6845057;URBANO
1887;2023;2023;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INVESTIGACIÓN;SIN DATO;SI;SI;SI;GIRARDOTA;Colombia;Colombia;FEMENINO;6845057;URBANO
1888;2023;2023;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Atlántico;ACTIVO;INVESTIGACIÓN;JUVENTUD 18 - 28;SI;NO;SI;BARRANQUILLA;Colombia;Colombia;FEMENINO;2601116;URBANO
1889;2023;2023;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Atlántico;ACTIVO;INVESTIGACIÓN;JUVENTUD 18 - 28;SI;NO;SI;SOLEDAD;Colombia;Colombia;FEMENINO;2601116;URBANO
1890;2023;2023;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ACTIVO;INVESTIGACIÓN;JUVENTUD 18 - 28;SI;NO;SI;BOGOTÁ, D.C.;Colombia;Colombia;FEMENINO;8380801;URBANO
1891;2023;2023;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ACTIVO;INVESTIGACIÓN;JUVENTUD 18 - 28;SI;SI;SI;BOGOTÁ, D.C.;Colombia;Colombia;FEMENINO;8380801;URBANO
1892;2023;2023;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ACTIVO;INVESTIGACIÓN;SIN DATO;SI;SI;SI;BOGOTÁ, D.C.;Colombia;Colombia;FEMENINO;8380801;URBANO
1893;2023;2023;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ACTIVO;JUICIO;SIN DATO;SI;NO;SI;BOGOTÁ, D.C.;Colombia;Colombia;FEMENINO;8380801;URBANO
1894;2023;2023;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Bolívar;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;CARTAGENA;Colombia;Colombia;MASCULINO;2219461;URBANO
1895;2023;2023;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Bolívar;ACTIVO;INVESTIGACIÓN;JUVENTUD 18 - 28;SI;SI;SI;CALAMAR;Colombia;Colombia;FEMENINO;2219461;URBANO
1896;2023;2023;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Bolívar;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;CARTAGENA;Colombia;Colombia;FEMENINO;2219461;URBANO
1897;2023;2023;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Caldas;ACTIVO;INVESTIGACIÓN;ADULTEZ 29 - 59;SI;SI;SI;SALAMINA;Colombia;Colombia;FEMENINO;997890;URBANO
1898;2023;2023;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;INVESTIGACIÓN;ADULTEZ 29 - 59;SI;SI;SI;VALLEDUPAR;Colombia;Colombia;FEMENINO;1089783;URBANO
1899;2023;2023;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Huila;ACTIVO;INVESTIGACIÓN;ADULTO MAYOR DE 60;SI;NO;SI;PITALITO;Colombia;;FEMENINO;1225260;URBANO
1900;2023;2023;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Huila;ACTIVO;INVESTIGACIÓN;INFANCIA 6 - 11;SI;SI;SI;PITALITO;Colombia;Colombia;FEMENINO;1225260;URBANO
1901;2023;2023;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Nariño;ACTIVO;JUICIO;SIN DATO;SI;NO;SI;IPIALES;Colombia;Colombia;FEMENINO;1851658;URBANO
1902;2023;2023;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Quindío;ACTIVO;INVESTIGACIÓN;ADULTEZ 29 - 59;SI;NO;SI;CALARCA;Colombia;Colombia;FEMENINO;581534;URBANO
1903;2023;2023;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;INVESTIGACIÓN;SIN DATO;SI;SI;SI;BUCARAMANGA;Colombia;Colombia;FEMENINO;2110608;URBANO
1904;2023;2023;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Tolima;ACTIVO;INVESTIGACIÓN;SIN DATO;SI;NO;SI;CHAPARRAL;Colombia;Colombia;FEMENINO;1427423;URBANO
1905;2023;2023;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INDAGACIÓN;ADULTO MAYOR DE 60;SI;NO;NO;BUENAVENTURA;Colombia;Colombia;FEMENINO;4852896;URBANO
1906;2023;2023;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INVESTIGACIÓN;ADULTEZ 29 - 59;SI;NO;SI;CALI;Colombia;Colombia;FEMENINO;4852896;URBANO
1907;2023;2023;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INVESTIGACIÓN;ADULTEZ 29 - 59;SI;NO;SI;CANDELARIA;Colombia;Colombia;MASCULINO;4852896;URBANO
1908;2023;2023;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INVESTIGACIÓN;ADULTEZ 29 - 59;SI;NO;SI;PALMIRA;Colombia;Colombia;FEMENINO;4852896;URBANO
1909;2023;2023;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INVESTIGACIÓN;JUVENTUD 18 - 28;SI;NO;SI;CALI;Colombia;Colombia;FEMENINO;4852896;URBANO
1910;2023;2023;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INVESTIGACIÓN;JUVENTUD 18 - 28;SI;SI;SI;CALI;Colombia;Colombia;FEMENINO;4852896;URBANO
1911;2023;2023;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INVESTIGACIÓN;JUVENTUD 18 - 28;SI;SI;SI;PALMIRA;Colombia;Colombia;MASCULINO;4852896;URBANO
1912;2023;2023;NO;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 6, 7 Y 6 (SIC) DEL ART. 104. ART. 104B L.G Modificado Ley 2197 de 2022;Caldas;ACTIVO;INVESTIGACIÓN;ADULTEZ 29 - 59;SI;NO;SI;LA DORADA;Colombia;Colombia;FEMENINO;997890;URBANO
1913;2023;2023;NO;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G;Bolívar;ACTIVO;INVESTIGACIÓN;JUVENTUD 18 - 28;SI;NO;SI;CARTAGENA;Colombia;Colombia;FEMENINO;2219461;URBANO
1914;2023;2023;NO;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G;Santander;ACTIVO;INVESTIGACIÓN;JUVENTUD 18 - 28;SI;NO;SI;PUERTO WILCHES;Colombia;Colombia;FEMENINO;2110608;URBANO
1915;2023;2023;NO;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR AGRESION SEXUAL, FISICA O PSICOLOGICA. ART. 104B L.F;Valle del Cauca;ACTIVO;INVESTIGACIÓN;JUVENTUD 18 - 28;SI;NO;SI;EL DOVIO;Colombia;Colombia;FEMENINO;4852896;URBANO
1916;2023;2023;NO;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR CONCURSO DE PERSONAS. ART. 104B L.C;Santander;ACTIVO;INVESTIGACIÓN;JUVENTUD 18 - 28;SI;NO;SI;PUERTO WILCHES;Colombia;Colombia;FEMENINO;2110608;URBANO
1917;2023;2023;NO;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR CONCURSO DE PERSONAS. ART. 104B L.C;Valle del Cauca;ACTIVO;INVESTIGACIÓN;JUVENTUD 18 - 28;SI;NO;SI;CALI;Colombia;Colombia;FEMENINO;4852896;URBANO
1918;2023;2023;NO;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR VICTIMA MENOR DE 18 AÑOS, MAYOR DE 60 O EMBARAZO. ART. 104B L.B;Huila;ACTIVO;INVESTIGACIÓN;ADULTO MAYOR DE 60;SI;NO;SI;PITALITO;Colombia;;FEMENINO;1225260;URBANO
1919;2023;2023;NO;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR VICTIMA MENOR DE 18 AÑOS, MAYOR DE 60 O EMBARAZO. ART. 104B L.B;Huila;ACTIVO;INVESTIGACIÓN;INFANCIA 6 - 11;SI;SI;SI;PITALITO;Colombia;Colombia;FEMENINO;1225260;URBANO
1920;2023;2023;NO;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR VICTIMA MENOR DE 18 AÑOS, MAYOR DE 60 O EMBARAZO. ART. 104B L.B;Tolima;ACTIVO;INVESTIGACIÓN;SIN DATO;SI;SI;SI;IBAGUÉ;Colombia;Colombia;FEMENINO;1427423;URBANO
1921;2023;2023;NO;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR VICTIMA MENOR DE 18 AÑOS, MAYOR DE 60 O EMBARAZO. ART. 104B L.B;Tolima;ACTIVO;INVESTIGACIÓN;SIN DATO;SI;SI;SI;IBAGUÉ;Colombia;Colombia;MASCULINO;1427423;URBANO
1922;2013;2013;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ACTIVO;JUICIO;SIN DATO;SI;SI;SI;BOGOTÁ, D.C.;Colombia;Colombia;FEMENINO;8380801;URBANO
1923;2013;2013;NO;NO;SI;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;INACTIVO;EJECUCIÓN DE PENAS;SIN DATO;SI;NO;SI;BOGOTÁ, D.C.;Colombia;Colombia;;8380801;URBANO
1924;2013;2013;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;JUICIO;INFANCIA 6 - 11;SI;SI;SI;PEQUE;Colombia;Colombia;FEMENINO;6845057;URBANO
1925;2013;2013;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;JUICIO;SIN DATO;SI;SI;SI;PEQUE;Colombia;Colombia;FEMENINO;6845057;URBANO
1926;2014;2014;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;BOGOTÁ, D.C.;Colombia;Colombia;FEMENINO;8380801;URBANO
1927;2015;2015;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ACTIVO;JUICIO;ADOLESCENTE 14 - 17;SI;NO;SI;BOGOTÁ, D.C.;Colombia;Colombia;FEMENINO;8380801;URBANO
